ID_Orden,Fecha_Orden,Metodo_Envio,Nombre_Cliente,Segmento,Region,Provincia,Categoria,Subcategoria,Ventas,Cantidad,Descuento,Ganancia
CR-2023-01122,2023-10-18,Express,Laura Jimenez,Consumidor,Caribe,Limon,Muebles,Mesas,635.36,1,0.1,120.79
CR-2023-01123,2023-12-23,Estandar,Daniela Zuniga,Gobierno,Norte,San Carlos,Tecnologia,Laptops,1619.44,2,0.0,478.38
CR-2023-01123,2023-12-23,Estandar,Daniela Zuniga,Gobierno,Norte,San Carlos,Muebles,Escritorios,385.48,2,0.0,21.1
CR-2023-01123,2023-12-23,Economico,Daniela Zuniga,Gobierno,Norte,San Carlos,Muebles,Escritorios,220.27,2,0.15,50.65
CR-2022-01124,2022-12-02,Estandar,Laura Jimenez,Consumidor,Norte,San Carlos,Muebles,Sillas,178.71,2,0.05,36.71
CR-2022-01125,2022-07-17,Estandar,Laura Jimenez,Corporativo,Pacifico,Puntarenas,Muebles,Mesas,622.07,1,0.15,78.11
CR-2022-01125,2022-07-17,Estandar,Laura Jimenez,Corporativo,Pacifico,Puntarenas,Muebles,Sillas,1217.73,2,0.05,264.72
CR-2024-01126,2024-04-10,Estandar,Sebastian Vega,Corporativo,Norte,San Carlos,Muebles,Sillas,1546.34,2,0.0,378.52
CR-2023-01127,2023-12-16,Express,Sebastian Vega,Consumidor,Norte,Upala,Muebles,Sillas,1634.88,2,0.0,381.93
CR-2023-01127,2023-12-16,Estandar,Sebastian Vega,Consumidor,Norte,Upala,Tecnologia,Accesorios,1622.16,2,0.1,274.94
CR-2022-01128,2022-11-29,Express,Andres Rojas,Consumidor,Norte,Upala,Oficina,Utiles,187.0,2,0.15,32.07
CR-2022-01129,2022-06-05,Economico,Andres Rojas,Consumidor,Norte,Upala,Muebles,Escritorios,409.95,1,0.15,48.92
CR-2022-01129,2022-06-05,Express,Andres Rojas,Consumidor,Norte,Upala,Tecnologia,Telefonos,1169.64,1,0.0,84.27
CR-2024-01130,2024-02-18,Express,Pablo Solano,Consumidor,Pacifico,Guanacaste,Muebles,Escritorios,889.36,2,0.0,35.64
CR-2024-01131,2024-11-15,Economico,Jose Garcia,Consumidor,Central,San Jose,Muebles,Mesas,788.25,1,0.0,157.03
CR-2024-01131,2024-11-15,Express,Jose Garcia,Consumidor,Central,San Jose,Oficina,Impresion,161.12,2,0.0,41.5
CR-2022-01132,2022-10-26,Estandar,Jose Garcia,Consumidor,Norte,Upala,Muebles,Escritorios,272.07,1,0.05,42.6
CR-2022-01132,2022-10-26,Express,Jose Garcia,Consumidor,Norte,Upala,Tecnologia,Accesorios,246.46,1,0.0,74.55
CR-2024-01133,2024-06-20,Economico,Mateo Calderon,Consumidor,Pacifico,Guanacaste,Muebles,Escritorios,225.66,1,0.0,42.65
CR-2023-01134,2023-05-12,Economico,Laura Jimenez,Consumidor,Caribe,Limon,Oficina,Utiles,62.18,2,0.0,27.41
CR-2024-01135,2024-06-16,Express,Daniel Cordero,Corporativo,Central,Heredia,Tecnologia,Tablets,416.39,1,0.0,67.91
CR-2024-01135,2024-06-16,Economico,Daniel Cordero,Corporativo,Central,Heredia,Oficina,Papel,107.3,2,0.15,45.78
CR-2024-01136,2024-01-07,Express,Valentina Castro,Corporativo,Central,San Jose,Tecnologia,Accesorios,839.93,1,0.15,212.71
CR-2024-01136,2024-01-07,Economico,Valentina Castro,Corporativo,Central,San Jose,Muebles,Mesas,166.87,1,0.0,32.0
CR-2024-01137,2024-07-01,Estandar,Sofia Vargas,Consumidor,Norte,San Carlos,Muebles,Estantes,1263.3,3,0.0,298.59
CR-2023-01138,2023-10-01,Estandar,Laura Jimenez,Consumidor,Pacifico,Guanacaste,Oficina,Organizadores,70.6,1,0.0,30.66
CR-2022-01139,2022-08-12,Estandar,Carlos Ramirez,Corporativo,Pacifico,Puntarenas,Oficina,Impresion,60.14,1,0.1,24.17
CR-2024-01140,2024-12-21,Estandar,Sebastian Vega,Corporativo,Pacifico,Guanacaste,Tecnologia,Telefonos,627.1,2,0.1,43.13
CR-2024-01141,2024-01-20,Express,Diego Hernandez,Consumidor,Norte,San Carlos,Oficina,Impresion,50.44,1,0.0,9.87
CR-2024-01141,2024-01-20,Economico,Diego Hernandez,Consumidor,Norte,San Carlos,Oficina,Papel,54.04,2,0.1,27.96
CR-2022-01142,2022-10-02,Express,Daniel Cordero,Consumidor,Pacifico,Guanacaste,Oficina,Utiles,116.53,2,0.05,37.2
CR-2022-01142,2022-10-02,Economico,Daniel Cordero,Consumidor,Pacifico,Guanacaste,Oficina,Papel,29.2,1,0.0,14.21
CR-2024-01143,2024-01-06,Express,Daniela Zuniga,Consumidor,Norte,San Carlos,Oficina,Impresion,94.72,1,0.05,41.11
CR-2024-01143,2024-01-06,Express,Daniela Zuniga,Consumidor,Norte,San Carlos,Tecnologia,Telefonos,152.88,1,0.1,21.04
CR-2024-01143,2024-01-06,Express,Daniela Zuniga,Consumidor,Norte,San Carlos,Oficina,Papel,89.03,2,0.05,40.87
CR-2022-01144,2022-12-22,Estandar,Camila Brenes,Corporativo,Caribe,Limon,Muebles,Escritorios,295.16,2,0.1,26.11
CR-2022-01144,2022-12-22,Estandar,Camila Brenes,Corporativo,Caribe,Limon,Muebles,Mesas,731.66,2,0.0,181.9
CR-2023-01145,2023-12-20,Economico,Camila Brenes,Corporativo,Norte,San Carlos,Tecnologia,Accesorios,1665.56,2,0.05,167.41
CR-2023-01145,2023-12-20,Estandar,Camila Brenes,Corporativo,Norte,San Carlos,Muebles,Mesas,1566.47,3,0.05,355.64
CR-2024-01146,2024-04-22,Estandar,Ricardo Chaves,Corporativo,Caribe,Limon,Oficina,Organizadores,46.53,1,0.1,14.29
CR-2024-01147,2024-04-28,Express,Lucia Sanchez,Corporativo,Central,Alajuela,Oficina,Organizadores,204.7,2,0.1,67.94
CR-2022-01148,2022-01-06,Estandar,Ana Mora,Gobierno,Central,Alajuela,Muebles,Escritorios,1554.18,2,0.0,377.15
CR-2022-01148,2022-01-06,Express,Ana Mora,Gobierno,Central,Alajuela,Muebles,Estantes,327.51,1,0.05,16.39
CR-2022-01149,2022-12-10,Economico,Maria Lopez,Consumidor,Norte,San Carlos,Tecnologia,Accesorios,1264.94,1,0.15,408.35
CR-2022-01150,2022-11-22,Economico,Laura Jimenez,Corporativo,Caribe,Limon,Oficina,Utiles,136.05,1,0.0,37.03
CR-2024-01151,2024-05-29,Estandar,Sebastian Vega,Consumidor,Central,San Jose,Tecnologia,Tablets,803.19,1,0.0,122.95
CR-2022-01152,2022-09-28,Estandar,Sofia Vargas,Consumidor,Pacifico,Guanacaste,Muebles,Mesas,722.17,1,0.1,139.54
CR-2022-01153,2022-05-21,Estandar,Camila Brenes,Corporativo,Central,Alajuela,Tecnologia,Laptops,960.72,1,0.0,245.92
CR-2022-01154,2022-10-25,Economico,Maria Lopez,Gobierno,Norte,Upala,Tecnologia,Accesorios,429.02,1,0.05,98.68
CR-2022-01154,2022-10-25,Economico,Maria Lopez,Gobierno,Norte,Upala,Oficina,Utiles,16.0,2,0.1,3.71
CR-2024-01155,2024-10-13,Express,Carlos Ramirez,Consumidor,Pacifico,Guanacaste,Oficina,Utiles,45.9,3,0.0,13.51
CR-2024-01156,2024-03-03,Estandar,Laura Jimenez,Corporativo,Norte,Upala,Tecnologia,Tablets,74.2,1,0.0,4.6
CR-2024-01156,2024-03-03,Express,Laura Jimenez,Corporativo,Norte,Upala,Oficina,Papel,83.77,2,0.1,26.76
CR-2022-01157,2022-11-09,Economico,Camila Brenes,Corporativo,Caribe,Limon,Tecnologia,Laptops,786.38,1,0.05,236.2
CR-2022-01157,2022-11-09,Estandar,Camila Brenes,Corporativo,Caribe,Limon,Muebles,Escritorios,1175.24,2,0.1,39.16
CR-2022-01157,2022-11-09,Economico,Camila Brenes,Corporativo,Caribe,Limon,Tecnologia,Telefonos,1414.78,2,0.0,385.54
CR-2022-01158,2022-10-02,Economico,Valentina Castro,Consumidor,Central,San Jose,Oficina,Papel,38.33,1,0.1,19.14
CR-2022-01158,2022-10-02,Economico,Valentina Castro,Consumidor,Central,San Jose,Tecnologia,Laptops,508.98,1,0.05,65.6
CR-2024-01159,2024-10-13,Estandar,Diego Hernandez,Consumidor,Caribe,Limon,Tecnologia,Laptops,398.92,1,0.05,106.45
CR-2022-01160,2022-04-01,Economico,Ricardo Chaves,Consumidor,Central,San Jose,Tecnologia,Tablets,928.47,3,0.0,270.12
CR-2023-01161,2023-04-05,Estandar,Sebastian Vega,Consumidor,Norte,Upala,Tecnologia,Tablets,2333.88,3,0.0,679.86
CR-2023-01161,2023-04-05,Estandar,Sebastian Vega,Consumidor,Norte,Upala,Tecnologia,Tablets,3568.43,3,0.1,511.03
CR-2022-01162,2022-01-17,Economico,Ana Mora,Corporativo,Caribe,Limon,Oficina,Utiles,393.98,3,0.1,174.53
CR-2022-01163,2022-11-05,Economico,Valentina Castro,Consumidor,Norte,San Carlos,Oficina,Organizadores,396.57,3,0.0,163.75
CR-2022-01163,2022-11-05,Estandar,Valentina Castro,Consumidor,Norte,San Carlos,Tecnologia,Accesorios,1042.59,3,0.0,352.77
CR-2022-01164,2022-10-10,Estandar,Fernando Arias,Consumidor,Norte,Upala,Tecnologia,Tablets,1565.74,2,0.0,356.31
CR-2022-01165,2022-11-25,Economico,Valentina Castro,Corporativo,Caribe,Limon,Muebles,Sillas,303.0,1,0.0,60.41
CR-2022-01166,2022-11-15,Economico,Gabriela Quesada,Consumidor,Norte,Upala,Tecnologia,Accesorios,634.75,1,0.1,48.96
CR-2022-01166,2022-11-15,Estandar,Gabriela Quesada,Consumidor,Norte,Upala,Oficina,Utiles,95.44,1,0.1,26.83
CR-2023-01167,2023-12-30,Estandar,Laura Jimenez,Consumidor,Central,Alajuela,Muebles,Mesas,1483.46,2,0.05,61.99
CR-2022-01168,2022-10-06,Estandar,Daniel Cordero,Corporativo,Pacifico,Puntarenas,Oficina,Utiles,29.22,2,0.15,5.26
CR-2022-01168,2022-10-06,Express,Daniel Cordero,Corporativo,Pacifico,Puntarenas,Oficina,Papel,58.9,1,0.15,28.37
CR-2022-01169,2022-03-29,Estandar,Gabriela Quesada,Gobierno,Central,San Jose,Muebles,Estantes,486.82,1,0.0,49.37
CR-2022-01169,2022-03-29,Economico,Gabriela Quesada,Gobierno,Central,San Jose,Muebles,Estantes,423.44,1,0.05,68.56
CR-2024-01170,2024-10-18,Economico,Daniela Zuniga,Consumidor,Norte,San Carlos,Tecnologia,Laptops,1963.7,2,0.0,683.81
CR-2024-01171,2024-02-23,Estandar,Laura Jimenez,Corporativo,Caribe,Limon,Oficina,Papel,77.85,1,0.0,21.61
CR-2023-01172,2023-11-30,Estandar,Diego Hernandez,Gobierno,Caribe,Limon,Tecnologia,Tablets,741.98,2,0.15,49.54
CR-2023-01173,2023-12-28,Economico,Carlos Ramirez,Consumidor,Pacifico,Puntarenas,Oficina,Utiles,102.64,2,0.1,29.83
CR-2023-01173,2023-12-28,Economico,Carlos Ramirez,Consumidor,Pacifico,Puntarenas,Oficina,Organizadores,256.52,2,0.1,138.05
CR-2022-01174,2022-12-26,Economico,Lucia Sanchez,Consumidor,Central,San Jose,Muebles,Mesas,241.68,3,0.0,12.09
CR-2023-01175,2023-10-25,Express,Isabella Monge,Corporativo,Pacifico,Puntarenas,Tecnologia,Accesorios,1775.13,3,0.0,142.56
CR-2023-01175,2023-10-25,Express,Isabella Monge,Corporativo,Pacifico,Puntarenas,Tecnologia,Accesorios,2930.0,2,0.0,708.41
CR-2023-01175,2023-10-25,Express,Isabella Monge,Corporativo,Pacifico,Puntarenas,Tecnologia,Telefonos,1935.76,2,0.1,453.19
CR-2022-01176,2022-12-26,Economico,Maria Lopez,Consumidor,Caribe,Limon,Oficina,Organizadores,157.54,3,0.15,25.67
CR-2022-01176,2022-12-26,Economico,Maria Lopez,Consumidor,Caribe,Limon,Oficina,Papel,62.95,2,0.15,12.98
CR-2022-01176,2022-12-26,Economico,Maria Lopez,Consumidor,Caribe,Limon,Tecnologia,Accesorios,525.23,1,0.05,178.01
CR-2024-01177,2024-10-03,Express,Pablo Solano,Consumidor,Pacifico,Puntarenas,Tecnologia,Tablets,1036.34,2,0.15,326.83
CR-2024-01177,2024-10-03,Economico,Pablo Solano,Consumidor,Pacifico,Puntarenas,Muebles,Mesas,501.35,1,0.05,109.66
CR-2022-01178,2022-11-30,Estandar,Sofia Vargas,Consumidor,Central,Heredia,Tecnologia,Accesorios,1636.86,3,0.0,118.67
CR-2022-01178,2022-11-30,Economico,Sofia Vargas,Consumidor,Central,Heredia,Oficina,Utiles,399.25,3,0.1,128.77
CR-2022-01178,2022-11-30,Estandar,Sofia Vargas,Consumidor,Central,Heredia,Oficina,Impresion,134.01,1,0.0,31.12
CR-2023-01179,2023-06-28,Economico,Maria Lopez,Consumidor,Caribe,Limon,Muebles,Escritorios,205.94,1,0.0,18.07
CR-2023-01179,2023-06-28,Express,Maria Lopez,Consumidor,Caribe,Limon,Tecnologia,Laptops,181.1,1,0.05,62.14
CR-2023-01180,2023-09-24,Estandar,Pablo Solano,Gobierno,Norte,Upala,Oficina,Organizadores,61.19,1,0.0,13.75
CR-2024-01181,2024-06-19,Economico,Daniela Zuniga,Corporativo,Pacifico,Guanacaste,Oficina,Utiles,34.24,2,0.1,10.81
CR-2024-01181,2024-06-19,Economico,Daniela Zuniga,Corporativo,Pacifico,Guanacaste,Oficina,Impresion,13.15,1,0.05,7.05
CR-2023-01182,2023-04-28,Estandar,Ana Mora,Gobierno,Central,Heredia,Oficina,Impresion,257.58,2,0.05,102.54
CR-2022-01183,2022-12-21,Economico,Camila Brenes,Corporativo,Pacifico,Puntarenas,Tecnologia,Accesorios,1260.56,1,0.15,300.22
CR-2023-01184,2023-10-17,Economico,Carlos Ramirez,Consumidor,Central,San Jose,Muebles,Escritorios,1518.42,3,0.0,274.98
CR-2023-01184,2023-10-17,Estandar,Carlos Ramirez,Consumidor,Central,San Jose,Tecnologia,Laptops,618.39,1,0.05,171.61
CR-2022-01185,2022-07-26,Economico,Pablo Solano,Consumidor,Caribe,Limon,Oficina,Impresion,73.59,1,0.0,29.24
CR-2022-01186,2022-03-21,Express,Carlos Ramirez,Consumidor,Caribe,Limon,Muebles,Sillas,193.18,2,0.0,16.32
CR-2022-01186,2022-03-21,Express,Carlos Ramirez,Consumidor,Caribe,Limon,Tecnologia,Tablets,734.58,3,0.0,218.72
CR-2022-01186,2022-03-21,Economico,Carlos Ramirez,Consumidor,Caribe,Limon,Oficina,Impresion,98.61,1,0.0,47.29
CR-2024-01187,2024-11-23,Estandar,Lucia Sanchez,Corporativo,Central,Alajuela,Oficina,Utiles,120.63,2,0.05,45.53
CR-2023-01188,2023-02-16,Economico,Camila Brenes,Consumidor,Pacifico,Puntarenas,Muebles,Sillas,382.05,1,0.0,88.75
CR-2023-01188,2023-02-16,Economico,Camila Brenes,Consumidor,Pacifico,Puntarenas,Tecnologia,Accesorios,1180.16,2,0.0,367.2
CR-2023-01189,2023-12-07,Estandar,Daniela Zuniga,Consumidor,Caribe,Limon,Oficina,Organizadores,118.08,1,0.0,28.34
CR-2024-01190,2024-04-18,Economico,Diego Hernandez,Gobierno,Central,Heredia,Tecnologia,Accesorios,636.6,2,0.15,167.95
CR-2024-01191,2024-05-17,Economico,Sebastian Vega,Consumidor,Caribe,Limon,Oficina,Organizadores,124.53,1,0.0,44.16
CR-2023-01192,2023-10-02,Estandar,Gabriela Quesada,Consumidor,Norte,San Carlos,Muebles,Mesas,529.45,2,0.1,46.97
CR-2023-01192,2023-10-02,Economico,Gabriela Quesada,Consumidor,Norte,San Carlos,Tecnologia,Telefonos,2313.95,2,0.05,574.23
CR-2022-01193,2022-02-22,Economico,Jose Garcia,Gobierno,Caribe,Limon,Tecnologia,Telefonos,2417.53,3,0.1,369.76
CR-2024-01194,2024-12-30,Economico,Jose Garcia,Corporativo,Norte,Upala,Oficina,Utiles,31.26,1,0.0,7.92
CR-2024-01194,2024-12-30,Express,Jose Garcia,Corporativo,Norte,Upala,Oficina,Impresion,270.88,2,0.0,64.83
CR-2023-01195,2023-11-10,Economico,Maria Lopez,Gobierno,Caribe,Limon,Oficina,Papel,268.86,3,0.0,135.98
CR-2024-01196,2024-02-21,Estandar,Daniela Zuniga,Gobierno,Norte,San Carlos,Tecnologia,Accesorios,1476.55,3,0.1,510.88
CR-2023-01197,2023-01-05,Estandar,Diego Hernandez,Corporativo,Norte,Upala,Tecnologia,Tablets,51.15,1,0.1,5.14
CR-2022-01198,2022-11-30,Economico,Ana Mora,Consumidor,Norte,Upala,Tecnologia,Telefonos,1400.77,2,0.15,444.89
CR-2022-01199,2022-02-06,Express,Valentina Castro,Corporativo,Pacifico,Puntarenas,Tecnologia,Accesorios,1212.3,2,0.0,360.24
CR-2024-01200,2024-07-22,Express,Isabella Monge,Gobierno,Caribe,Limon,Muebles,Sillas,318.4,1,0.15,73.61
CR-2023-01201,2023-10-13,Economico,Jose Garcia,Corporativo,Pacifico,Puntarenas,Oficina,Papel,89.4,1,0.1,22.56
CR-2022-01202,2022-04-09,Economico,Sofia Vargas,Corporativo,Central,San Jose,Tecnologia,Laptops,843.56,1,0.0,218.11
CR-2023-01203,2023-09-09,Express,Sebastian Vega,Corporativo,Central,Alajuela,Tecnologia,Laptops,1873.3,3,0.05,440.81
CR-2023-01203,2023-09-09,Estandar,Sebastian Vega,Corporativo,Central,Alajuela,Tecnologia,Accesorios,1389.1,2,0.1,415.97
CR-2024-01204,2024-10-19,Express,Jose Garcia,Corporativo,Norte,San Carlos,Tecnologia,Telefonos,68.49,1,0.0,15.22
CR-2022-01205,2022-07-04,Estandar,Diego Hernandez,Corporativo,Central,Alajuela,Muebles,Sillas,846.17,1,0.05,36.35
CR-2022-01205,2022-07-04,Estandar,Diego Hernandez,Corporativo,Central,Alajuela,Muebles,Sillas,750.76,2,0.0,35.03
CR-2022-01206,2022-10-11,Express,Camila Brenes,Consumidor,Pacifico,Guanacaste,Muebles,Escritorios,720.32,1,0.1,44.7
CR-2022-01206,2022-10-11,Economico,Camila Brenes,Consumidor,Pacifico,Guanacaste,Muebles,Mesas,272.61,1,0.1,55.61
CR-2022-01206,2022-10-11,Estandar,Camila Brenes,Consumidor,Pacifico,Guanacaste,Tecnologia,Tablets,411.64,2,0.15,124.85
CR-2024-01207,2024-09-15,Express,Sebastian Vega,Corporativo,Norte,San Carlos,Tecnologia,Tablets,3511.97,3,0.1,1115.15
CR-2022-01208,2022-08-20,Estandar,Pablo Solano,Consumidor,Norte,San Carlos,Oficina,Organizadores,235.64,2,0.1,103.57
CR-2024-01209,2024-11-29,Economico,Jose Garcia,Corporativo,Central,Heredia,Oficina,Papel,92.75,1,0.1,34.63
CR-2022-01210,2022-01-24,Economico,Ana Mora,Gobierno,Pacifico,Guanacaste,Muebles,Escritorios,342.92,1,0.0,46.84
CR-2024-01211,2024-04-05,Estandar,Sofia Vargas,Consumidor,Central,Heredia,Muebles,Escritorios,424.27,1,0.05,72.24
CR-2024-01212,2024-12-24,Estandar,Daniela Zuniga,Corporativo,Central,San Jose,Oficina,Utiles,164.43,2,0.05,47.08
CR-2024-01212,2024-12-24,Express,Daniela Zuniga,Corporativo,Central,San Jose,Muebles,Escritorios,669.22,2,0.05,123.69
CR-2022-01213,2022-12-22,Express,Ana Mora,Consumidor,Pacifico,Puntarenas,Muebles,Mesas,529.11,1,0.0,119.73
CR-2022-01213,2022-12-22,Estandar,Ana Mora,Consumidor,Pacifico,Puntarenas,Oficina,Impresion,112.66,1,0.0,25.73
CR-2022-01213,2022-12-22,Express,Ana Mora,Consumidor,Pacifico,Puntarenas,Tecnologia,Laptops,1282.9,2,0.1,105.62
CR-2022-01214,2022-09-10,Economico,Andres Rojas,Corporativo,Norte,Upala,Muebles,Escritorios,158.76,2,0.05,18.98
CR-2024-01215,2024-11-07,Economico,Camila Brenes,Corporativo,Pacifico,Puntarenas,Oficina,Utiles,262.43,3,0.05,79.74
CR-2023-01216,2023-07-15,Express,Isabella Monge,Consumidor,Caribe,Limon,Oficina,Utiles,213.0,2,0.0,91.72
CR-2023-01217,2023-12-16,Economico,Ricardo Chaves,Gobierno,Caribe,Limon,Oficina,Papel,139.08,1,0.05,56.29
CR-2023-01217,2023-12-16,Economico,Ricardo Chaves,Gobierno,Caribe,Limon,Muebles,Estantes,919.82,2,0.15,168.63
CR-2023-01217,2023-12-16,Economico,Ricardo Chaves,Gobierno,Caribe,Limon,Muebles,Sillas,1485.62,2,0.0,79.37
CR-2023-01218,2023-10-14,Economico,Daniel Cordero,Consumidor,Caribe,Limon,Muebles,Mesas,494.56,2,0.0,61.37
CR-2023-01218,2023-10-14,Economico,Daniel Cordero,Consumidor,Caribe,Limon,Oficina,Organizadores,93.89,1,0.05,44.01
CR-2022-01219,2022-04-07,Express,Daniel Cordero,Gobierno,Norte,Upala,Oficina,Utiles,25.6,2,0.0,12.74
CR-2024-01220,2024-01-24,Express,Diego Hernandez,Consumidor,Pacifico,Puntarenas,Tecnologia,Accesorios,305.06,1,0.05,49.77
CR-2024-01220,2024-01-24,Express,Diego Hernandez,Consumidor,Pacifico,Puntarenas,Oficina,Utiles,38.98,1,0.1,5.94
CR-2024-01220,2024-01-24,Economico,Diego Hernandez,Consumidor,Pacifico,Puntarenas,Tecnologia,Accesorios,272.87,1,0.0,89.97
CR-2024-01221,2024-10-01,Express,Carlos Ramirez,Corporativo,Caribe,Limon,Tecnologia,Laptops,1609.76,2,0.0,342.76
CR-2024-01221,2024-10-01,Estandar,Carlos Ramirez,Corporativo,Caribe,Limon,Muebles,Escritorios,261.38,1,0.0,26.92
CR-2022-01222,2022-11-19,Estandar,Mateo Calderon,Gobierno,Norte,San Carlos,Tecnologia,Tablets,2880.8,2,0.0,935.63
CR-2022-01222,2022-11-19,Express,Mateo Calderon,Gobierno,Norte,San Carlos,Muebles,Escritorios,444.54,1,0.15,92.95
CR-2022-01222,2022-11-19,Estandar,Mateo Calderon,Gobierno,Norte,San Carlos,Muebles,Mesas,347.88,3,0.0,48.08
CR-2024-01223,2024-12-28,Economico,Daniela Zuniga,Corporativo,Central,San Jose,Oficina,Impresion,63.18,1,0.05,27.24
CR-2022-01224,2022-05-28,Estandar,Laura Jimenez,Consumidor,Pacifico,Puntarenas,Tecnologia,Accesorios,244.51,2,0.05,54.4
CR-2024-01225,2024-04-14,Estandar,Sebastian Vega,Consumidor,Norte,Upala,Oficina,Papel,11.72,2,0.0,5.26
CR-2024-01225,2024-04-14,Estandar,Sebastian Vega,Consumidor,Norte,Upala,Muebles,Estantes,756.9,1,0.1,67.6
CR-2024-01226,2024-06-15,Express,Lucia Sanchez,Consumidor,Central,Heredia,Muebles,Estantes,1466.7,2,0.0,243.22
CR-2022-01227,2022-01-23,Economico,Sofia Vargas,Consumidor,Pacifico,Puntarenas,Oficina,Organizadores,84.39,1,0.0,37.69
CR-2022-01227,2022-01-23,Estandar,Sofia Vargas,Consumidor,Pacifico,Puntarenas,Tecnologia,Accesorios,1231.87,2,0.05,121.08
CR-2023-01228,2023-12-02,Express,Maria Lopez,Consumidor,Central,Alajuela,Oficina,Organizadores,13.29,1,0.1,4.58
CR-2022-01229,2022-09-20,Estandar,Mateo Calderon,Consumidor,Pacifico,Puntarenas,Muebles,Estantes,454.49,1,0.05,81.58
CR-2022-01229,2022-09-20,Economico,Mateo Calderon,Consumidor,Pacifico,Puntarenas,Muebles,Escritorios,866.1,1,0.0,173.83
CR-2022-01229,2022-09-20,Express,Mateo Calderon,Consumidor,Pacifico,Puntarenas,Muebles,Escritorios,692.0,1,0.1,153.56
CR-2024-01230,2024-01-05,Economico,Daniel Cordero,Consumidor,Norte,San Carlos,Muebles,Sillas,744.94,1,0.05,60.0
CR-2022-01231,2022-06-04,Estandar,Lucia Sanchez,Corporativo,Central,Alajuela,Tecnologia,Accesorios,1444.68,2,0.15,276.85
CR-2022-01231,2022-06-04,Express,Lucia Sanchez,Corporativo,Central,Alajuela,Muebles,Sillas,473.6,2,0.1,41.17
CR-2024-01232,2024-03-23,Estandar,Mateo Calderon,Consumidor,Central,Alajuela,Oficina,Impresion,24.08,1,0.05,9.06
CR-2024-01232,2024-03-23,Estandar,Mateo Calderon,Consumidor,Central,Alajuela,Muebles,Sillas,226.28,2,0.0,18.28
CR-2023-01233,2023-02-28,Express,Lucia Sanchez,Consumidor,Caribe,Limon,Tecnologia,Accesorios,1324.67,1,0.1,273.43
CR-2023-01233,2023-02-28,Economico,Lucia Sanchez,Consumidor,Caribe,Limon,Oficina,Papel,79.73,1,0.05,23.61
CR-2023-01233,2023-02-28,Express,Lucia Sanchez,Consumidor,Caribe,Limon,Oficina,Impresion,124.44,3,0.0,38.87
CR-2024-01234,2024-09-14,Economico,Camila Brenes,Gobierno,Central,Alajuela,Tecnologia,Laptops,796.08,1,0.0,77.38
CR-2023-01235,2023-04-17,Economico,Ana Mora,Consumidor,Caribe,Limon,Oficina,Utiles,56.76,2,0.0,9.49
CR-2022-01236,2022-10-03,Economico,Ana Mora,Consumidor,Central,Alajuela,Tecnologia,Accesorios,679.26,1,0.15,163.9
CR-2022-01237,2022-12-25,Economico,Diego Hernandez,Consumidor,Norte,Upala,Oficina,Organizadores,117.77,1,0.05,30.13
CR-2022-01237,2022-12-25,Estandar,Diego Hernandez,Consumidor,Norte,Upala,Muebles,Mesas,569.16,1,0.0,28.69
CR-2024-01238,2024-12-06,Estandar,Diego Hernandez,Corporativo,Norte,San Carlos,Oficina,Impresion,262.11,3,0.05,118.2
CR-2022-01239,2022-09-24,Express,Ricardo Chaves,Corporativo,Central,Alajuela,Tecnologia,Accesorios,902.34,1,0.15,175.63
CR-2022-01240,2022-07-20,Economico,Carlos Ramirez,Corporativo,Caribe,Limon,Oficina,Papel,57.83,1,0.1,26.94
CR-2024-01241,2024-11-30,Economico,Pablo Solano,Consumidor,Pacifico,Guanacaste,Oficina,Organizadores,85.39,1,0.05,32.1
CR-2024-01242,2024-03-24,Estandar,Jose Garcia,Consumidor,Norte,Upala,Muebles,Sillas,1603.04,2,0.1,178.85
CR-2024-01242,2024-03-24,Economico,Jose Garcia,Consumidor,Norte,Upala,Oficina,Impresion,65.14,2,0.15,12.38
CR-2023-01243,2023-11-25,Express,Ana Mora,Consumidor,Central,San Jose,Tecnologia,Telefonos,1181.53,1,0.05,90.32
CR-2024-01244,2024-10-30,Estandar,Ricardo Chaves,Corporativo,Norte,Upala,Oficina,Utiles,26.66,2,0.0,9.27
CR-2024-01245,2024-11-27,Estandar,Daniela Zuniga,Corporativo,Central,Alajuela,Tecnologia,Accesorios,975.97,1,0.05,334.46
CR-2024-01246,2024-03-29,Economico,Camila Brenes,Corporativo,Norte,Upala,Oficina,Organizadores,14.95,1,0.0,7.2
CR-2023-01247,2023-12-13,Estandar,Andres Rojas,Corporativo,Caribe,Limon,Muebles,Estantes,551.42,1,0.0,24.53
CR-2023-01248,2023-11-28,Economico,Lucia Sanchez,Corporativo,Caribe,Limon,Tecnologia,Laptops,3272.77,3,0.05,615.99
CR-2023-01248,2023-11-28,Economico,Lucia Sanchez,Corporativo,Caribe,Limon,Muebles,Mesas,166.57,1,0.05,41.42
CR-2023-01249,2023-10-09,Estandar,Pablo Solano,Corporativo,Caribe,Limon,Tecnologia,Tablets,1256.9,2,0.0,271.95
CR-2023-01250,2023-10-05,Estandar,Isabella Monge,Gobierno,Caribe,Limon,Tecnologia,Telefonos,696.19,1,0.1,217.09
CR-2023-01250,2023-10-05,Estandar,Isabella Monge,Gobierno,Caribe,Limon,Tecnologia,Laptops,2521.32,2,0.0,715.25
CR-2023-01250,2023-10-05,Estandar,Isabella Monge,Gobierno,Caribe,Limon,Oficina,Impresion,143.59,1,0.0,70.77
